ordem,faixa,tipo,inicio_s,fim_s,duracao_s,ficheiro,caminho_original,encontrado,caminho_disco,in_s,out_s,movimento,transicao,transicao_s,texto_ecra,largura,altura,resolucao_ok
460,video,foto,1241.371,1246.371,5.0,82-32.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\82-32.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\82-32.JPG,,,Zoom in,Crossfade,1.5,,1717,2736,Sim
461,video,foto,1244.871,1250.871,6.0,82-9.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\82-9.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\82-9.jpg,,,Zoom in,Crossfade,1.5,,735,1155,Nao
462,video,foto,1249.371,1254.371,5.0,82-31.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\82-31.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\82-31.JPG,,,Zoom in,Crossfade,1.5,,1280,960,Sim
463,video,foto,1252.871,1257.871,5.0,82-41.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\82-41.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\82-41.JPG,,,Zoom in,Crossfade,1.5,,1173,1280,Nao
464,video,foto,1256.371,1261.371,5.0,82-7.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\82-7.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\82-7.jpg,,,Zoom in,Crossfade,1.5,,1201,1280,Nao
465,video,foto,1259.871,1264.871,5.0,182-73.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\182-73.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\182-73.JPG,,,Zoom in,Crossfade,1.5,,1237,1280,Nao
466,video,foto,1263.371,1268.371,5.0,182-76.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\182-76.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\182-76.JPG,,,Zoom in,Crossfade,1.5,,1280,960,Sim
467,video,foto,1266.871,1271.871,5.0,82-6.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\82-6.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\82-6.jpg,,,Zoom in,Crossfade,1.5,,1280,1253,Sim
468,video,foto,1270.371,1275.371,5.0,IMG_4490 (3).jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\IMG_4490 (3).jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\IMG_4490 (3).jpg,,,Zoom in,Crossfade,1.5,,1280,960,Sim
469,video,foto,1273.871,1278.871,5.0,IMG_4277 (3) (1).jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\IMG_4277 (3) (1).jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\IMG_4277 (3) (1).jpg,,,Zoom in,Crossfade,1.5,,1280,960,Sim
470,video,foto,1277.371,1282.371,5.0,82-25- -2022.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\82-25- -2022.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\82-25- -2022.JPG,,,Zoom in,Crossfade,1.5,,954,1280,Nao
471,video,foto,1280.871,1285.871,5.0,82-36.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\82-36.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\82-36.JPG,,,Zoom in,Crossfade,1.5,,1270,1280,Nao
472,video,foto,1284.371,1289.371,5.0,82-43.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\82-43.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\82-43.JPG,,,Zoom in,Crossfade,1.5,,597,1280,Nao
473,video,foto,1287.871,1292.871,5.0,82-59.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\82-59.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\82-59.JPG,,,Zoom in,Crossfade,1.5,,1280,1063,Sim
474,video,foto,1291.371,1296.371,5.0,182-74.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\182-74.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\182-74.JPG,,,Zoom in,Crossfade,1.5,,1280,960,Sim
475,video,foto,1294.871,1300.871,6.0,DSC00075.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\DSC00075.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\DSC00075.JPG,,,Zoom in,Crossfade,1.5,,1280,855,Sim
476,video,foto,1299.371,1304.371,5.0,IMG_4490 (16).jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\IMG_4490 (16).jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\IMG_4490 (16).jpg,,,Zoom in,Crossfade,1.5,,1280,960,Sim
477,video,foto,1302.871,1308.871,6.0,IMG_4425.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\IMG_4425.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\IMG_4425.JPG,,,Zoom in,Crossfade,1.5,,460,1272,Nao
478,video,foto,1307.371,1315.371,8.0,82-50.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\82-50.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\82-50.JPG,,,Zoom in,Crossfade,1.5,,1280,1059,Sim
479,texto,cartao,1310.231,1315.231,5.0,,,,,,,,,,"-És uma workaholic, não és? -Agora não posso responder,   tenho que mandar um e-mail de   trabalho!",,,
480,video,foto,1313.871,1323.871,10.0,Fotos Joana (69).JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\Fotos Joana (69).JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\Fotos Joana (69).JPG,,,Zoom in,Crossfade,1.5,,2559,3240,Sim
481,texto,cartao,1316.75,1322.75,6.0,,,,,,,,,,Festa  dos  18 anos  da  Clara,,,
482,video,foto,1322.371,1331.371,9.0,DSC_7700.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\DSC_7700.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\DSC_7700.JPG,,,Nenhum,Crossfade,1.5,,1280,904,Sim
483,texto,cartao,1325.189,1331.189,6.0,,,,,,,,,,Na festa dos 18 anos do Henrique,,,
484,video,foto,1329.871,1339.871,10.0,1021.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\1021.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\1021.jpg,,,Zoom in,Crossfade,1.5,,1200,1145,Nao
485,texto,cartao,1332.783,1340.783,8.0,,,,,,,,,,"Festa de aniversário da Clara, estava  a festa a decorrer e ela saiu porque  tinha de ir a Lisboa, em trabalho.",,,
486,video,foto,1339.871,1348.871,9.0,1021-1.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\1021-1.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\1021-1.jpg,,,Zoom in,,,,663,728,Nao
487,texto,cartao,1341.028,1349.028,8.0,,,,,,,,,,"Os lenços brancos da despedida, depois  de ter abandonado os convidados...",,,
488,video,foto,1347.371,1353.371,6.0,IMG_6442.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\IMG_6442.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\IMG_6442.JPG,,,Zoom in,Crossfade,1.5,,1280,960,Sim
489,texto,cartao,1350.249,1352.949,2.7,,,,,,,,,,"Com o Henrique, em Barcelona.",,,
490,video,foto,1351.871,1357.871,6.0,20250608_224334 - Cópia.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\20250608_224334 - Cópia.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\20250608_224334 - Cópia.jpg,,,Zoom in,Crossfade,1.5,,1280,1135,Sim
491,texto,cartao,1354.892,1357.611,2.719,,,,,,,,,,Jogo do Campeonato  da Europa,,,
492,video,foto,1356.371,1365.371,9.0,1031.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\1031.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\1031.JPG,,,Zoom in,Crossfade,1.5,,1280,854,Sim
493,texto,cartao,1359.267,1365.267,6.0,,,,,,,,,,No Santuário do Bom Jesus de Braga,,,
494,video,foto,1363.871,1373.871,10.0,20260101_011410.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\20260101_011410.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\20260101_011410.jpg,,,Zoom in,Crossfade,1.5,,3000,4000,Sim
495,texto,cartao,1366.74,1372.74,6.0,,,,,,,,,,"Primeiros minutos de 2026, quando foi  anunciado o noivado.",,,
496,video,foto,1372.371,1379.371,7.0,20260101_011607.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\20260101_011607.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\20260101_011607.jpg,,,Zoom in,Crossfade,1.5,,1280,1099,Sim
497,video,foto,1377.871,1381.871,4.0,IMG_2067.jpeg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\IMG_2067.jpeg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\IMG_2067.jpeg,,,Zoom in,Crossfade,1.5,,1057,1280,Nao
498,video,foto,1380.371,1387.371,7.0,WhatsApp Image 2026-08-21 at 16.10.19.jpeg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\WhatsApp Image 2026-08-21 at 16.10.19.jpeg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\WhatsApp Image 2026-08-21 at 16.10.19.jpeg,,,Zoom in,Crossfade,1.5,,192,256,Nao
499,texto,cartao,1383.388,1387.538,4.15,,,,,,,,,,"Voo de despedida de solteira, deixaram- na sonhar com uma condução a sério.",,,
500,video,foto,1385.871,1390.871,5.0,WhatsApp Image 2026-08-22 at 11.12.02.jpeg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\WhatsApp Image 2026-08-22 at 11.12.02.jpeg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\WhatsApp Image 2026-08-22 at 11.12.02.jpeg,,,Zoom in,Crossfade,1.5,,144,256,Nao
501,video,foto,1389.371,1401.871,12.5,WhatsApp Image 2026-03-01 at 13.30.02.jpeg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\WhatsApp Image 2026-03-01 at 13.30.02.jpeg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\Originals\WhatsApp Image 2026-03-01 at 13.30.02.jpeg,,,Nenhum,Crossfade,1.5,,1280,908,Sim
502,video,cartao,1401.871,1408.871,7.0,,,,,,,,,,,,,
503,texto,cartao,1403.871,1410.871,7.0,,,,,,,,,,The End (To be continued...),,,
